0.1,0.06,0.00,288795,0,288795,14439.75,
0.2,0.09,0.00,577170,0,577170,28858.50,
0.3,0.13,0.00,864520,0,864520,43226.00,
0.4,0.23,0.00,1150679,0,1150679,57533.95,
0.5,0.52,0.00,1434007,0,1434007,71700.35,
0.6,2.86,0.00,1661914,0,1661914,83095.70,
0.7,12.59,0.00,1432634,0,1432634,71631.70,
0.8,21.41,0.00,1219276,0,1219276,60963.80,
0.9,27.21,0.00,1076091,0,1076091,53804.55,
1.0,29.91,0.00,919757,0,919757,45987.85,
