0.1,0.15,45.45,978,16,1134,826.48,
0.2,0.33,43.07,1936,30,2238,1468.59,
0.3,0.43,42.55,2849,41,3290,1926.75,
0.4,0.53,41.87,3741,45,4338,2112.24,
0.5,0.67,38.28,4654,54,5406,2413.87,
0.6,0.80,38.92,5547,69,6449,2914.98,
0.7,0.87,35.05,6505,69,7540,2941.67,
0.8,0.94,36.72,7467,75,8624,3271.73,
0.9,0.98,38.08,8390,83,9681,3661.34,
1.0,1.09,34.49,9272,78,10675,3442.15,
