Flow Num, Window Size, Bandwidth
1,50,16.655
1,50,33.169
1,50,40.075
1,50,129.563
1,50,252.800
1,50,487.561
1,50,592.657
1,50,1604.701
1,50,2013.024
1,50,9233.571
1,50,9239.009
1,50,9241.439
1,50,9242.782
1,50,9241.815
1,50,9242.199
1,50,9185.460
2,50,4523.396
3,50,3076.880
4,50,2310.524
5,50,1851.063
6,50,1543.353
7,50,1324.373
8,50,1159.199
