64,0.029200000000000004,0.028,0.031
128,0.029199999999999997,0.027,0.032
256,0.0328,0.028,0.048
512,0.0288,0.028,0.031
1024,0.027399999999999997,0.024,0.03
2048,0.033600000000000005,0.03,0.045
4096,0.0318,0.031,0.032
8192,0.0334,0.032,0.035
16384,0.0354,0.025,0.05
