0.1,0.10,43.77,979,15,0.86,1134
0.2,0.26,41.79,1940,31,0.99,2242
0.3,0.38,35.91,2856,37,1.00,3297
0.4,0.49,36.35,3740,47,1.12,4336
0.5,0.61,40.06,4662,60,1.28,5418
0.6,0.71,36.28,5540,68,1.34,6438
0.7,0.77,37.29,6497,81,1.43,7541
0.8,0.88,37.06,7485,80,1.52,8651
0.9,0.97,36.14,8383,82,1.60,9678
1.0,1.04,38.78,9286,94,1.74,10720
