64,0.032,0.031,0.034
128,0.032,0.03,0.035
256,0.0358,0.031,0.051
512,0.0318,0.031,0.034
1024,0.029599999999999998,0.026,0.032
2048,0.0378,0.034,0.049
4096,0.041,0.036,0.055
8192,0.0422,0.041,0.044
16384,0.05159999999999999,0.039,0.065
