0.1,33.62,1102,8213.03
0.2,21.39,2619,12800.53
0.3,21.26,7311,28221.45
0.4,31.04,12851,45024.10
0.5,21.49,17361,69369.92
0.6,51.11,30763,106785.15
0.7,40.48,43303,141394.56
0.8,52.46,66129,196866.42
0.9,91.40,117536,278712.48
1.0,150.09,248759,367288.24
