0.1,159.36,110,20308.46
0.2,219.58,289,45670.55
0.3,474.90,547,77055.19
0.4,637.67,915,109889.56
0.5,325.50,1511,152705.02
0.6,336.02,2174,197102.22
0.7,984.86,3254,249773.81
0.8,358.77,4736,317164.40
