0.1,325.22,182,93561.06
0.2,267.68,407,199358.74
0.3,3557.19,708,338949.85
0.4,2007.03,1088,479959.42
0.5,1114.40,1429,614806.87
0.6,846.09,1858,764662.33
0.7,3009.53,2255,899751.94
0.8,1780.99,2649,1037278.39
0.9,800.57,3095,1168204.19
1.0,1312.05,3490,1295316.24
