0.1,322.41,187,1870.00
0.2,512.09,766,7660.00
0.3,302.62,2803,28030.00
0.4,371.64,10385,103850.00
0.5,518.44,27359,273590.00
0.6,694.59,47769,477690.00
0.7,873.37,68458,684580.00
0.8,1033.33,88479,884790.00
0.9,1191.84,107944,1079440.00
1.0,1361.70,127167,1271670.00
