0.1,955.47,119,20335.41
0.2,207.97,278,45585.29
0.3,1611.92,588,77258.07
0.4,376.34,945,109684.77
0.5,803.85,1526,151748.19
0.6,325.49,2146,196877.58
0.7,411.48,3345,248469.65
0.8,323.29,4639,316310.18
0.9,384.80,6319,370443.23
1.0,341.16,8666,443452.41
