0.1,0.57,27.65,62717,160,0.71,66386
0.2,0.89,30.70,125152,258,1.09,132296
0.3,1.09,32.30,187146,306,1.32,197593
0.4,1.30,35.53,248959,299,1.56,262441
0.5,1.40,35.38,310774,288,1.69,327277
0.6,1.44,39.40,372853,280,1.76,392328
0.7,1.44,41.08,434826,233,1.77,457238
0.8,1.54,44.39,495977,205,1.90,520717
0.9,1.53,43.40,557433,183,1.90,584664
1.0,1.55,48.01,619086,152,1.93,648529
