0.1,0.10,43.19,979,15,0.84,1134
0.2,0.26,41.25,1939,29,0.94,2239
0.3,0.37,34.78,2857,35,0.95,3292
0.4,0.46,36.26,3739,49,1.10,4339
0.5,0.58,39.12,4657,60,1.26,5417
0.6,0.70,36.73,5534,69,1.36,6426
0.7,0.77,37.52,6504,77,1.42,7539
0.8,0.86,37.97,7469,81,1.50,8635
0.9,0.95,38.20,8395,86,1.60,9695
1.0,1.00,37.02,9282,91,1.64,10711
